"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-15,2,NA,2,2.2,NA,NA
2020-03-17,3,NA,3,2.5,NA,NA
2020-03-18,1,NA,1,3.1,NA,NA
2020-03-19,1,NA,1,3.2,NA,NA
2020-03-20,6,NA,6,3.8,NA,NA
2020-03-21,2,NA,2,4,NA,NA
2020-03-22,4,NA,4,4.1,NA,NA
2020-03-23,7,NA,7,4.5,NA,NA
2020-03-24,5,NA,5,4.7,NA,NA
2020-03-25,7,NA,7,4.7,NA,NA
2020-03-26,4,NA,4,5.4,NA,NA
2020-03-27,4,NA,4,6.5,NA,NA
2020-03-28,5,NA,5,7,NA,NA
2020-03-29,3,NA,3,7.8,NA,NA
2020-03-30,6,NA,6,8.7,NA,NA
2020-03-31,9,NA,9,9,NA,NA
2020-04-01,15,NA,15,10,NA,NA
2020-04-02,12,NA,12,10.5,NA,NA
2020-04-03,13,NA,13,11.5,NA,NA
2020-04-04,16,NA,16,12,NA,NA
2020-04-05,7,NA,7,14.2,NA,NA
2020-04-06,14,NA,14,14.3,NA,NA
2020-04-07,10,NA,10,14.7,NA,NA
2020-04-08,13,NA,13,15.8,NA,NA
2020-04-09,11,NA,11,15.4,NA,NA
2020-04-10,31,NA,31,17.6,NA,NA
2020-04-11,16,NA,16,18,NA,NA
2020-04-12,16,NA,16,18.8,NA,NA
2020-04-13,24,NA,24,19.9,NA,NA
2020-04-14,12,NA,12,20.2,NA,NA
2020-04-15,29,NA,29,20.8,NA,NA
2020-04-16,18,NA,18,21.7,NA,NA
2020-04-17,18,NA,18,22.5,NA,NA
2020-04-18,24,NA,24,22.4,NA,NA
2020-04-19,14,NA,14,22.9,NA,NA
2020-04-20,37,NA,37,23,NA,NA
2020-04-21,25,NA,25,23.2,NA,NA
2020-04-22,24,NA,24,23.9,NA,NA
2020-04-23,23,NA,23,23.5,NA,NA
2020-04-24,17,NA,17,24.5,NA,NA
2020-04-25,30,NA,30,23.4,NA,NA
2020-04-26,20,NA,20,26,NA,NA
2020-04-27,25,NA,25,25.9,NA,NA
2020-04-28,20,NA,20,27.1,NA,NA
2020-04-29,24,NA,24,27.3,NA,NA
2020-04-30,26,NA,26,26.6,NA,NA
2020-05-01,51,NA,51,26.8,NA,NA
2020-05-02,23,NA,23,26,NA,NA
2020-05-03,35,NA,35,25.9,NA,NA
2020-05-04,19,NA,19,25.8,NA,NA
2020-05-05,23,NA,23,25.3,NA,NA
2020-05-06,22,NA,22,21.7,NA,NA
2020-05-07,17,NA,17,21.9,NA,NA
2020-05-08,19,NA,19,20.3,NA,NA
2020-05-09,23,NA,23,20.1,NA,NA
2020-05-10,21,NA,21,21.9,NA,NA
2020-05-11,15,NA,15,21.4,NA,NA
2020-05-12,25,NA,25,21.9,NA,NA
2020-05-13,19,NA,19,21.1,NA,NA
2020-05-14,17,NA,17,21.3,NA,NA
2020-05-15,41,NA,41,21.8,NA,NA
2020-05-16,17,NA,17,21.8,NA,NA
2020-05-17,22,NA,22,21.1,NA,NA
2020-05-18,11,NA,11,20.7,NA,NA
2020-05-19,25,NA,25,20,NA,NA
2020-05-20,26,NA,26,17.4,NA,NA
2020-05-21,15,NA,15,16.9,NA,NA
2020-05-22,18,NA,18,15.8,NA,NA
2020-05-23,15,NA,15,15.8,NA,NA
2020-05-24,10,NA,10,14.4,NA,NA
2020-05-25,15,NA,15,12.8,NA,NA
2020-05-26,12,NA,12,11.9,NA,NA
2020-05-27,11,NA,11,11.4,NA,NA
2020-05-28,11,NA,11,10.7,NA,NA
2020-05-29,11,NA,11,10,NA,NA
2020-05-30,10,NA,10,8.9,NA,NA
2020-05-31,6,NA,6,8.5,NA,NA
2020-06-01,13,NA,13,8,NA,NA
2020-06-02,8,NA,8,7.2,NA,NA
2020-06-03,3,NA,3,6.4,NA,NA
2020-06-04,4,NA,4,6.1,NA,NA
2020-06-05,8,NA,8,6.4,NA,NA
2020-06-06,6,NA,6,5.7,NA,NA
2020-06-07,3,NA,3,5.5,NA,NA
2020-06-08,3,NA,3,5.7,NA,NA
2020-06-09,7,NA,7,5.9,NA,NA
2020-06-10,9,NA,9,5.7,NA,NA
2020-06-11,6,NA,6,5.4,NA,NA
2020-06-12,6,NA,6,5.7,NA,NA
2020-06-13,5,NA,5,6,NA,NA
2020-06-14,6,NA,6,5.8,NA,NA
2020-06-15,6,NA,6,5.5,NA,NA
2020-06-16,3,NA,3,5.5,NA,NA
2020-06-17,6,NA,6,5.4,NA,NA
2020-06-18,6,NA,6,5.6,NA,NA
2020-06-19,5,NA,5,5.4,NA,NA
2020-06-20,6,NA,6,5.3,NA,NA
2020-06-21,6,NA,6,5.5,NA,NA
2020-06-22,5,NA,5,5.1,NA,NA
2020-06-23,7,NA,7,4.7,NA,NA
2020-06-24,4,NA,4,4.3,NA,NA
2020-06-25,5,NA,5,4.1,NA,NA
2020-06-26,5,NA,5,3.7,NA,NA
2020-06-27,2,NA,2,3.8,NA,NA
2020-06-28,2,NA,2,3.4,NA,NA
2020-06-29,1,NA,1,3.3,NA,NA
2020-06-30,4,NA,4,3,NA,NA
2020-07-01,2,NA,2,2.9,NA,NA
2020-07-02,6,NA,6,2.9,NA,NA
2020-07-03,3,NA,3,3.1,NA,NA
2020-07-04,3,NA,3,3.5,NA,NA
2020-07-05,2,NA,2,3.7,NA,NA
2020-07-06,4,NA,4,3.6,NA,NA
2020-07-07,2,NA,2,3.1,NA,NA
2020-07-08,4,NA,4,3,NA,NA
2020-07-09,5,NA,5,3.1,NA,NA
2020-07-10,6,NA,6,3.2,NA,NA
2020-07-11,1,NA,1,2.9,NA,NA
2020-07-12,1,NA,1,2.9,NA,NA
2020-07-13,2,NA,2,3,NA,NA
2020-07-14,4,NA,4,2.6,NA,NA
2020-07-15,3,NA,3,2,NA,NA
2020-07-17,1,NA,1,2,NA,NA
2020-07-18,3,NA,2,2.2,NA,NA
2020-07-19,NA,5,5,2.1,5,6
2020-07-20,NA,1,1,1.8,1,2
2020-07-21,NA,0,0,1.6,0,1
2020-07-22,NA,1,1,1.5,1,2
2020-07-23,NA,3,3,1.5,3,4.02499999999964
2020-07-24,NA,1,1,1,1,3
2020-07-25,NA,1,1,1.2,1,3
2020-07-26,NA,1,1,1.2,1,3
2020-07-27,NA,0,0,1.1,0,2
2020-07-28,NA,2,2,1.1,2,4
2020-07-29,NA,0,0,1.2,0,2
2020-07-30,NA,3,3,1.2,3,5
2020-07-31,NA,0,0,1.1,0,3
2020-08-01,NA,0,0,1.2,0,3
2020-08-02,NA,3,3,1.3,3,6
2020-08-03,NA,2,2,1.6,2,5
2020-08-04,NA,1,1,1.4,1,4
2020-08-05,NA,0,0,1.9,0,3
2020-08-06,NA,1,1,2,1,4
2020-08-07,NA,3,3,1.9,2,5
2020-08-08,NA,3,3,1.8,2,5
2020-08-09,NA,1,1,1.8,0,4
2020-08-10,NA,5,5,1.9,4,8
2020-08-11,NA,1,1,1.9,0,4
2020-08-12,NA,2,2,1.7,1,5
2020-08-13,NA,1,1,1.5,0,4
2020-08-14,NA,1,1,1.5,0,4
2020-08-15,NA,1,1,1.1,0,4
2020-08-16,NA,1,1,1.1,0,4
2020-08-17,NA,1,1,1,0,4
2020-08-18,NA,1,1,1,0,4
2020-08-19,NA,1,1,1,0,4
2020-08-20,NA,1,1,1,0,4
2020-08-21,NA,1,1,1,0,4
2020-08-22,NA,1,1,1,0,5
2020-08-23,NA,1,1,1,0,5
2020-08-24,NA,1,1,1,0,5
2020-08-25,NA,1,1,1,0,5
2020-08-26,NA,1,1,1,0,5
