"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-15,2,NA,2,2.2,NA,NA
2020-03-17,3,NA,3,2.5,NA,NA
2020-03-18,1,NA,1,3.1,NA,NA
2020-03-19,1,NA,1,3.2,NA,NA
2020-03-20,6,NA,6,3.8,NA,NA
2020-03-21,2,NA,2,4,NA,NA
2020-03-22,4,NA,4,4.1,NA,NA
2020-03-23,7,NA,7,4.6,NA,NA
2020-03-24,5,NA,5,4.8,NA,NA
2020-03-25,7,NA,7,4.9,NA,NA
2020-03-26,4,NA,4,5.6,NA,NA
2020-03-27,4,NA,4,6.7,NA,NA
2020-03-28,6,NA,6,7.2,NA,NA
2020-03-29,3,NA,3,8.1,NA,NA
2020-03-30,7,NA,7,9,NA,NA
2020-03-31,9,NA,9,9.3,NA,NA
2020-04-01,15,NA,15,10.4,NA,NA
2020-04-02,12,NA,12,10.8,NA,NA
2020-04-03,14,NA,14,11.7,NA,NA
2020-04-04,16,NA,16,12.2,NA,NA
2020-04-05,7,NA,7,14.4,NA,NA
2020-04-06,15,NA,15,14.5,NA,NA
2020-04-07,10,NA,10,14.9,NA,NA
2020-04-08,12,NA,12,15.9,NA,NA
2020-04-09,12,NA,12,15.7,NA,NA
2020-04-10,31,NA,31,17.9,NA,NA
2020-04-11,16,NA,16,18.3,NA,NA
2020-04-12,16,NA,16,19.1,NA,NA
2020-04-13,24,NA,24,20.3,NA,NA
2020-04-14,14,NA,14,20.7,NA,NA
2020-04-15,29,NA,29,21.3,NA,NA
2020-04-16,19,NA,19,22.2,NA,NA
2020-04-17,18,NA,18,23,NA,NA
2020-04-18,24,NA,24,23.1,NA,NA
2020-04-19,16,NA,16,23.4,NA,NA
2020-04-20,37,NA,37,23.5,NA,NA
2020-04-21,25,NA,25,23.6,NA,NA
2020-04-22,24,NA,24,24.4,NA,NA
2020-04-23,25,NA,25,24.1,NA,NA
2020-04-24,17,NA,17,25,NA,NA
2020-04-25,30,NA,30,24,NA,NA
2020-04-26,20,NA,20,26.8,NA,NA
2020-04-27,26,NA,26,26.7,NA,NA
2020-04-28,21,NA,21,27.9,NA,NA
2020-04-29,25,NA,25,28.1,NA,NA
2020-04-30,27,NA,27,27.6,NA,NA
2020-05-01,53,NA,53,27.9,NA,NA
2020-05-02,23,NA,23,27,NA,NA
2020-05-03,37,NA,37,26.9,NA,NA
2020-05-04,19,NA,19,26.9,NA,NA
2020-05-05,25,NA,25,26.3,NA,NA
2020-05-06,23,NA,23,22.5,NA,NA
2020-05-07,17,NA,17,22.8,NA,NA
2020-05-08,20,NA,20,21.1,NA,NA
2020-05-09,25,NA,25,20.9,NA,NA
2020-05-10,21,NA,21,22.4,NA,NA
2020-05-11,15,NA,15,21.9,NA,NA
2020-05-12,26,NA,26,22.4,NA,NA
2020-05-13,20,NA,20,21.7,NA,NA
2020-05-14,17,NA,17,21.8,NA,NA
2020-05-15,40,NA,40,22.6,NA,NA
2020-05-16,18,NA,18,22.7,NA,NA
2020-05-17,22,NA,22,21.9,NA,NA
2020-05-18,13,NA,13,21.6,NA,NA
2020-05-19,26,NA,26,21,NA,NA
2020-05-20,29,NA,29,18.6,NA,NA
2020-05-21,16,NA,16,18,NA,NA
2020-05-22,18,NA,18,16.9,NA,NA
2020-05-23,17,NA,17,16.8,NA,NA
2020-05-24,11,NA,11,15.3,NA,NA
2020-05-25,16,NA,16,13.4,NA,NA
2020-05-26,12,NA,12,12.5,NA,NA
2020-05-27,11,NA,11,12,NA,NA
2020-05-28,12,NA,12,11.1,NA,NA
2020-05-29,11,NA,11,10.3,NA,NA
2020-05-30,10,NA,10,9.3,NA,NA
2020-05-31,7,NA,7,9.2,NA,NA
2020-06-01,13,NA,13,8.7,NA,NA
2020-06-02,8,NA,8,7.8,NA,NA
2020-06-03,3,NA,3,7.2,NA,NA
2020-06-04,6,NA,6,6.9,NA,NA
2020-06-05,11,NA,11,7.3,NA,NA
2020-06-06,6,NA,6,6.6,NA,NA
2020-06-07,3,NA,3,6.4,NA,NA
2020-06-08,5,NA,5,6.6,NA,NA
2020-06-09,7,NA,7,6.6,NA,NA
2020-06-10,11,NA,11,6.2,NA,NA
2020-06-11,6,NA,6,6,NA,NA
2020-06-12,6,NA,6,6.4,NA,NA
2020-06-13,5,NA,5,6.7,NA,NA
2020-06-14,6,NA,6,6.6,NA,NA
2020-06-15,7,NA,7,6.2,NA,NA
2020-06-16,4,NA,4,6.3,NA,NA
2020-06-17,7,NA,7,6.4,NA,NA
2020-06-18,8,NA,8,6.5,NA,NA
2020-06-19,6,NA,6,6.4,NA,NA
2020-06-20,7,NA,7,6.2,NA,NA
2020-06-21,7,NA,7,6.5,NA,NA
2020-06-22,7,NA,7,6.1,NA,NA
2020-06-23,6,NA,6,5.5,NA,NA
2020-06-24,5,NA,5,5,NA,NA
2020-06-25,5,NA,5,4.7,NA,NA
2020-06-26,7,NA,7,4.3,NA,NA
2020-06-27,3,NA,3,4.5,NA,NA
2020-06-28,2,NA,2,4.2,NA,NA
2020-06-29,1,NA,1,4.1,NA,NA
2020-06-30,4,NA,4,4.1,NA,NA
2020-07-01,3,NA,3,3.8,NA,NA
2020-07-02,9,NA,9,3.8,NA,NA
2020-07-03,3,NA,3,4,NA,NA
2020-07-04,4,NA,4,4.4,NA,NA
2020-07-05,5,NA,5,4.6,NA,NA
2020-07-06,4,NA,4,4.5,NA,NA
2020-07-07,3,NA,3,3.7,NA,NA
2020-07-08,4,NA,4,3.6,NA,NA
2020-07-09,5,NA,5,3.7,NA,NA
2020-07-10,6,NA,6,3.6,NA,NA
2020-07-11,2,NA,2,3.3,NA,NA
2020-07-12,1,NA,1,3.1,NA,NA
2020-07-13,2,NA,2,3,NA,NA
2020-07-14,5,NA,5,3,NA,NA
2020-07-15,4,NA,4,2.8,NA,NA
2020-07-16,1,NA,1,2.7,NA,NA
2020-07-17,1,NA,1,2.7,NA,NA
2020-07-18,3,NA,3,3.1,NA,NA
2020-07-19,5,NA,5,2.9,NA,NA
2020-07-20,4,NA,4,3,NA,NA
2020-07-21,1,NA,1,3.3,NA,NA
2020-07-22,1,NA,1,3.6,NA,NA
2020-07-23,6,NA,6,4,NA,NA
2020-07-24,3,NA,3,4,NA,NA
2020-07-25,5,NA,5,4.1,NA,NA
2020-07-26,4,NA,4,4.2,NA,NA
2020-07-27,4,NA,4,4.4,NA,NA
2020-07-28,7,NA,7,4.2,NA,NA
2020-07-29,5,NA,5,4.6,NA,NA
2020-07-30,5,NA,5,4.3,NA,NA
2020-07-31,2,NA,2,4.5,NA,NA
2020-08-01,3,NA,3,4.3,NA,NA
2020-08-02,4,NA,4,3.8,NA,NA
2020-08-03,7,NA,7,3.7,NA,NA
2020-08-04,2,NA,2,3.7,NA,NA
2020-08-05,6,NA,6,4.2,NA,NA
2020-08-06,2,NA,2,4.2,NA,NA
2020-08-07,2,NA,2,4.1,NA,NA
2020-08-08,4,NA,4,3.6,NA,NA
2020-08-09,5,NA,5,3.9,NA,NA
2020-08-10,7,NA,7,3.7,NA,NA
2020-08-12,3,NA,3,4.5,NA,NA
2020-08-13,3,NA,3,4.6,NA,NA
2020-08-14,2,NA,2,4.7,NA,NA
2020-08-15,5,NA,5,4.7,NA,NA
2020-08-16,4,NA,4,4.5,NA,NA
2020-08-17,10,NA,10,4.4,NA,NA
2020-08-18,3,NA,3,4.3,NA,NA
2020-08-19,5,NA,5,4.5,NA,NA
2020-08-20,5,NA,5,4.4,NA,NA
2020-08-21,5,NA,5,4.7,NA,NA
2020-08-22,2,NA,2,4.3,NA,NA
2020-08-23,2,NA,2,4.5,NA,NA
