"data","n.casos","estimate","estimate.merged","estimate.merged.smooth","lower.merged.pred","upper.merged.pred"
2020-03-15,1,NA,1,2.6,NA,NA
2020-03-16,3,NA,3,3.4,NA,NA
2020-03-18,2,NA,2,4.7,NA,NA
2020-03-19,3,NA,3,6.4,NA,NA
2020-03-20,4,NA,4,7.2,NA,NA
2020-03-21,9,NA,9,9.7,NA,NA
2020-03-22,9,NA,9,10.5,NA,NA
2020-03-23,14,NA,14,12.2,NA,NA
2020-03-24,18,NA,18,14,NA,NA
2020-03-25,9,NA,9,15.4,NA,NA
2020-03-26,26,NA,26,17.1,NA,NA
2020-03-27,11,NA,11,18.5,NA,NA
2020-03-28,19,NA,19,19.5,NA,NA
2020-03-29,21,NA,21,19.9,NA,NA
2020-03-30,18,NA,18,20.3,NA,NA
2020-03-31,26,NA,26,20.5,NA,NA
2020-04-01,23,NA,23,21.9,NA,NA
2020-04-02,24,NA,24,22.7,NA,NA
2020-04-03,22,NA,22,23.5,NA,NA
2020-04-04,13,NA,13,24,NA,NA
2020-04-05,28,NA,28,24,NA,NA
2020-04-06,25,NA,25,24.1,NA,NA
2020-04-07,27,NA,27,24.1,NA,NA
2020-04-08,29,NA,29,24.7,NA,NA
2020-04-09,23,NA,23,25.6,NA,NA
2020-04-10,26,NA,26,25.4,NA,NA
2020-04-11,24,NA,24,25.9,NA,NA
2020-04-12,24,NA,24,24.8,NA,NA
2020-04-13,28,NA,28,23.7,NA,NA
2020-04-14,22,NA,22,24.5,NA,NA
2020-04-15,26,NA,26,24.8,NA,NA
2020-04-16,30,NA,30,25.4,NA,NA
2020-04-17,16,NA,16,25.6,NA,NA
2020-04-18,18,NA,18,25.5,NA,NA
2020-04-19,31,NA,31,25.9,NA,NA
2020-04-20,29,NA,29,25,NA,NA
2020-04-21,30,NA,30,24.8,NA,NA
2020-04-22,26,NA,26,26.2,NA,NA
2020-04-23,27,NA,27,27.1,NA,NA
2020-04-24,26,NA,26,27.3,NA,NA
2020-04-25,17,NA,17,27.8,NA,NA
