"Index","estimativa","ic.inf","ic.sup"
"2020-03-23",2.18522936930039,1.65501083707065,3.17720730647563
"2020-03-24",2.13386943267686,1.68743201306776,2.8786659434608
"2020-03-25",3.20927224768002,2.40163580835378,4.80365740929186
"2020-03-26",3.69754640961256,2.73198461578167,5.68634280868566
"2020-03-27",4.29862559541331,3.13159704309149,6.81899459431421
"2020-03-28",4.75119469699451,3.45999231628002,7.54952692942642
"2020-03-29",4.4830976271091,3.36609062090508,6.68728841510781
"2020-03-30",5.97964315353704,4.22368885956535,10.1998580030774
"2020-03-31",8.51987459568332,5.46800374155271,19.2043557433208
"2020-04-01",11.2137043362018,6.58991831880576,37.3816598006941
"2020-04-02",10.4929046921385,6.40761030832684,28.8296803129637
"2020-04-03",8.31397150647626,5.590687031494,16.1653121166622
"2020-04-04",6.57842091199175,4.81621466165598,10.3534357555285
"2020-04-05",6.05533430615741,4.58444776885987,8.90080316527022
"2020-04-06",6.48353151352296,4.88488013816527,9.62254570824842
"2020-04-07",7.70477541866149,5.62877014723828,12.1886446834142
"2020-04-08",8.78336705140168,6.27206271813753,14.6275926168132
"2020-04-09",7.96972125567371,5.90805517516719,12.2265934426064
"2020-04-10",4.72046222479166,3.95403698202156,5.85043410493545
"2020-04-11",4.43549175313731,3.78916293271983,5.34376399601978
"2020-04-12",5.08014184938519,4.29276650756235,6.21716068216843
"2020-04-13",7.64717748208414,6.06356134634583,10.343620121306
"2020-04-14",16.9085050305205,10.9117529511963,37.5018272074234
"2020-04-15",18.2692082895832,11.5514693946503,43.6151082542072
"2020-04-16",18.4786618197112,11.7160335676564,43.6646717464471
"2020-04-17",16.5996291544475,11.0007757813979,33.777497673388
"2020-04-18",17.8735609483346,11.6334248045285,38.5224524268102
"2020-04-19",19.793688940763,12.4944961416466,47.5615390065996
"2020-04-20",19.9756722723962,12.6522233649688,47.3893261908175
"2020-04-21",20.3563719283093,12.8913416153605,48.3221487696074
"2020-04-22",20.4877646260501,13.0219494700763,47.9806395103823
"2020-04-23",21.1010743856845,13.339751274886,50.4210337409578
"2020-04-24",22.1388792369584,13.8420493173933,55.2212745588396
"2020-04-25",21.0946888696138,13.5068013623401,48.1050836732576
"2020-04-26",21.1111690988111,13.5863792273877,47.2879576210735
"2020-04-27",16.5085348056511,11.5894769415116,28.6689429019778
"2020-04-28",12.0228465033006,9.24377696519324,17.1848796599523
"2020-04-29",5.50747200772049,4.87059102098289,6.33427464319736
"2020-04-30",4.7347217060263,4.27872136722834,5.29827934465849
"2020-05-01",5.78419734993646,5.14992388376828,6.59524629443322
"2020-05-02",7.47421793009873,6.49751540426408,8.79476908381161
"2020-05-03",15.6433281885089,12.0297850809383,22.3549420721317
"2020-05-04",14.2229854025471,11.2271792074597,19.3955629000376
"2020-05-05",13.6508011280507,10.918044153653,18.2048893104641
"2020-05-06",12.4403831476931,10.1904311785168,15.9627089707329
"2020-05-07",9.97751991642244,8.51045755661274,12.0539226722636
"2020-05-08",10.842514304577,9.17660269408065,13.245556714036
"2020-05-09",11.7798096398161,9.88625779264853,14.5685833008246
"2020-05-10",16.8732362676003,13.3172548544792,23.016794482225
"2020-05-11",20.5945915185356,15.6052037311737,30.2694933780858
"2020-05-12",19.7244271065639,15.1678509342265,28.190378831432
"2020-05-13",20.386329191392,15.6214795151773,29.3297185418784
"2020-05-14",12.397959219427,10.498201808508,15.1355514854737
"2020-05-15",10.3753351584093,9.04392604111722,12.1652322830732
"2020-05-16",11.1461801138239,9.66099309869951,13.1697237741914
"2020-05-17",13.696877312896,11.5658860602002,16.7889419090817
